id,title,genres,averageRating,numVotes,releaseYear
tt0115683,Bio-Dome,Comedy,4.4,30251,1996
tt3612126,"The Grudge","Fantasy, Horror",4.4,30213,2019
tt4590256,"He's All That","Comedy, Romance",4.4,29607,2021
tt5635026,"Peter Pan & Wendy","Adventure, Family, Fantasy",4.4,28618,2023
tt2167202,Getaway,"Action, Thriller",4.4,25443,2013
tt0088206,Supergirl,"Action, Adventure, Fantasy",4.4,24441,1984
tt3595298,"Prem Ratan Dhan Payo","Action, Drama, Musical",4.4,23949,2015
tt11112808,Cirkus,"Comedy, Drama",4.4,23918,2022
tt6950476,Tejas,"Action, Drama, Thriller",4.4,23260,2023
tt0383060,Zoom,"Action, Adventure, Comedy",4.4,23122,2006
tt1748197,Setup,"Action, Crime, Drama",4.4,21899,2011
tt6745550,"Exit 0","Mystery, Thriller",4.4,21190,2019
tt0393735,"The Shaggy Dog","Comedy, Family, Fantasy",4.4,20396,2006
tt0192731,"Urban Legends: Final Cut","Horror, Mystery",4.4,19266,2000
tt0249380,Baise-moi,"Crime, Drama, Thriller",4.4,18761,2000
tt6772804,"Escape Plan: The Extractors","Action, Crime, Thriller",4.4,17610,2019
tt7456312,"The Last Thing He Wanted","Crime, Drama, Mystery",4.4,16937,2020
tt1287468,"Cats & Dogs: The Revenge of Kitty Galore","Action, Comedy, Family",4.4,16495,2010
tt0196267,"Cruel Intentions 2",Drama,4.4,16357,2000
tt11947158,"Ek Villain Returns","Action, Crime, Romance",4.4,15875,2022
tt6528290,"Knights of the Zodiac","Action, Adventure, Drama",4.4,14565,2023
tt0113010,"Fair Game","Action, Romance, Thriller",4.4,14068,1995
tt8195518,Cuck,"Crime, Drama, Thriller",4.4,13636,2019
tt0396592,"Fat Albert","Comedy, Family, Fantasy",4.4,13148,2004
tt2314824,"Behaving Badly","Comedy, Romance",4.4,12493,2014
tt0337636,"Hellraiser: Deader","Horror, Mystery, Thriller",4.4,12191,2005
tt3774790,"400 Days","Mystery, Sci-Fi, Thriller",4.4,11342,2015
tt3584496,"Mermaid Down","Fantasy, Horror, Mystery",4.4,11202,2019
tt0334965,"Bring It on: Again","Comedy, Sport",4.4,11004,2004
tt0469916,"Hollow Man II","Action, Horror, Sci-Fi",4.4,10408,2006
tt0113762,"The Mangler","Horror, Mystery",4.4,10170,1995
tt1564585,Skyline,"Action, Sci-Fi, Thriller",4.5,92767,2010
tt1241317,"Death Note","Crime, Drama, Fantasy",4.5,91746,2017
tt1261945,"Sex and the City 2","Comedy, Drama, Romance",4.5,85199,2010
tt3554046,"Space Jam: A New Legacy","Adventure, Animation, Comedy",4.5,82170,2021
tt4477536,"Fifty Shades Freed","Drama, Mystery, Romance",4.5,76512,2018
tt0329774,"xXx: State of the Union","Action, Adventure, Crime",4.5,74320,2005
tt0211443,"Jason X","Action, Horror, Sci-Fi",4.5,62977,2001
tt0430304,"Little Man","Comedy, Crime",4.5,61209,2006
tt1204977,Ouija,"Horror, Mystery, Thriller",4.5,58926,2014
tt0144528,"Nutty Professor II: The Klumps","Comedy, Romance, Sci-Fi",4.5,53966,2000
tt0097388,"Friday the 13th Part VIII: Jason Takes Manhattan","Adventure, Horror, Thriller",4.5,44577,1989
tt0498381,Rings,"Drama, Horror, Mystery",4.5,43843,2017
tt0457297,"The Butterfly Effect 2","Drama, Sci-Fi, Thriller",4.5,37677,2006
tt0257568,"Kangaroo Jack","Action, Adventure, Comedy",4.5,34267,2003
tt0120841,"Species II","Action, Horror, Sci-Fi",4.5,32227,1998
tt13130948,Shehzada,"Action, Comedy, Drama",4.5,31592,2023
tt4978420,Borderlands,"Action, Adventure, Comedy",4.5,30287,2024
tt1464174,"Big Mommas: Like Father, Like Son","Action, Comedy, Crime",4.5,29961,2011
tt1865567,"Wrong Turn 4: Bloody Beginnings","Adventure, Horror",4.5,28789,2011
tt0367085,"Soul Plane",Comedy,4.5,24933,2004
tt9419834,"Secret Obsession","Crime, Drama, Mystery",4.5,24795,2019
tt0486640,Postal,"Action, Comedy, Crime",4.5,24487,2007
tt4439620,"Redemption Day","Action, Drama, Thriller",4.5,24331,2021
tt1373215,"Recep Ivedik 2",Comedy,4.5,23258,2009
tt0110027,"Highlander: The Final Dimension","Action, Fantasy, Romance",4.5,22405,1994
tt0489018,"Day of the Dead","Action, Horror, Sci-Fi",4.5,22025,2008
tt6915770,Starfish,"Drama, Romance, Thriller",4.5,19388,2023
tt10148174,"The Walking Dead: World Beyond","Drama, Horror",4.5,18638,2020
tt6774786,Occupation,"Action, Drama, Sci-Fi",4.5,17525,2018
tt1878841,"The Darkness","Horror, Thriller",4.5,17295,2016
tt0358349,"Agent Cody Banks 2: Destination London","Action, Adventure, Comedy",4.5,16160,2004
tt0110687,North,"Adventure, Comedy, Drama",4.5,14953,1994
tt1212974,"Bitch Slap","Action, Comedy, Crime",4.5,14240,2009
tt4876134,"The Misfits","Action, Adventure, Comedy",4.5,14107,2021
tt0461703,Skinwalkers,"Action, Fantasy, Horror",4.5,13891,2006
tt0101627,"Critters 3","Comedy, Horror, Sci-Fi",4.5,13567,1991
tt0100934,"Wild Orchid","Drama, Romance",4.5,13134,1989
tt0482603,"Space Chimps","Adventure, Animation, Comedy",4.5,12741,2008
tt6143568,"The Humanity Bureau","Sci-Fi, Thriller",4.5,12260,2017
tt14813212,"The Munsters","Comedy, Family, Fantasy",4.5,12021,2022
tt0787505,"Rest Stop","Horror, Romance, Thriller",4.5,11962,2006
tt1274586,"Dying of the Light","Action, Drama, Thriller",4.5,11710,2014
tt1913166,Nurse,"Horror, Thriller",4.5,11650,2013
tt0308353,"Happily N'Ever After","Adventure, Animation, Comedy",4.5,11246,2006
tt1031254,"Lost Boys: The Tribe","Comedy, Horror, Thriller",4.5,10848,2008
tt0827782,"Return to House on Haunted Hill","Crime, Fantasy, Horror",4.5,10702,2007
tt0758730,"Aliens vs. Predator: Requiem","Action, Horror, Sci-Fi",4.6,137832,2007
tt0119303,"Home Alone 3","Action, Comedy, Crime",4.6,128939,1997
tt4465564,"Fifty Shades Darker","Drama, Mystery, Romance",4.6,114247,2017
tt2109184,"Paranormal Activity 4","Horror, Mystery",4.6,71228,2012
tt11117570,Tandav,"Drama, Thriller",4.6,61157,2021
tt1231580,"Alvin and the Chipmunks: The Squeakquel","Adventure, Comedy, Family",4.6,55943,2009
tt0155975,Psycho,"Horror, Mystery, Thriller",4.6,51237,1998
tt0117765,Striptease,"Comedy, Crime, Drama",4.6,48882,1996
tt10121392,"Thunder Force","Action, Adventure, Comedy",4.6,46256,2021
tt2528814,"God's Not Dead","Drama, Romance",4.6,45616,2014
tt0316732,Taxi,"Action, Comedy, Crime",4.6,45530,2004
tt0132245,Driven,"Action, Drama, Sport",4.6,43564,2001
tt0084021,"Grease 2","Comedy, Music, Musical",4.6,39186,1982
tt0095882,"Police Academy 5: Assignment: Miami Beach","Comedy, Crime",4.6,39011,1988
tt1255916,"Hostel: Part III",Horror,4.6,36449,2011
tt0116654,"The Island of Dr. Moreau","Horror, Sci-Fi, Thriller",4.6,36060,1996
tt0110657,"The Next Karate Kid","Action, Drama, Family",4.6,34664,1994
tt2473510,"Paranormal Activity: The Ghost Dimension","Horror, Mystery",4.6,31331,2015
tt1261978,"Wrong Turn 3: Left for Dead","Adventure, Fantasy, Horror",4.6,29758,2009
tt2799166,"The Pyramid","Horror, Mystery, Thriller",4.6,27714,2014
tt0110725,"On Deadly Ground","Action, Adventure, Thriller",4.6,25841,1994
tt0374563,Captivity,"Crime, Horror, Mystery",4.6,23851,2007
tt1798632,Firestarter,"Drama, Horror, Sci-Fi",4.6,23736,2022
tt1302067,"Yogi Bear","Adventure, Animation, Comedy",4.6,23733,2010
tt0115986,"The Crow: City of Angels","Action, Crime, Fantasy",4.6,22493,1996
tt0338763,"Battle Royale II","Action, Adventure, Drama",4.6,21665,2003
tt0144964,"Highlander: Endgame","Action, Adventure, Fantasy",4.6,21517,2000
tt1472584,"Max Steel","Action, Adventure, Fantasy",4.6,20843,2016
tt1901024,"Dark Crimes","Crime, Drama, Mystery",4.6,20382,2016
tt1053859,"The Grudge 3","Horror, Mystery, Thriller",4.6,19956,2009
tt1085492,"The Prince","Action, Thriller",4.6,19326,2014
tt22050754,"The Strangers: Chapter 1",Horror,4.6,18853,2024
tt1886493,"Catch .44","Action, Thriller",4.6,18013,2011
tt0492486,Shrooms,"Comedy, Horror, Mystery",4.6,17907,2007
tt5834874,"Trigger Warning","Action, Crime, Thriller",4.6,17455,2024
tt4685762,"The Craft: Legacy","Drama, Fantasy, Horror",4.6,17245,2020
tt0297162,"Half Past Dead","Action, Crime, Thriller",4.6,16998,2002
tt1087461,"Megan Is Missing","Drama, Horror, Thriller",4.6,16907,2011
tt0106453,"Body of Evidence","Drama, Thriller",4.6,16699,1993
tt5059406,"I Am the Pretty Thing That Lives in the House","Drama, Horror, Mystery",4.6,16688,2016
tt0080391,"Attack of the Killer Tomatoes!","Adventure, Comedy, Horror",4.6,15279,1978
tt1552224,Outcast,"Action, Adventure, Thriller",4.6,14468,2014
tt10308928,"Force of Nature","Action, Adventure, Crime",4.6,13732,2020
tt1142800,"Madea Goes to Jail","Comedy, Crime, Drama",4.6,13118,2009
tt0844671,College,Comedy,4.6,12734,2008
tt15387058,Choice,"Action, Adventure, Drama",4.6,12615,2024
tt3322892,XX,Horror,4.6,12536,2017
tt14145436,"Pet Sematary: Bloodlines","Fantasy, Horror",4.6,12429,2023
tt0462229,"Code Name: The Cleaner","Action, Comedy, Crime",4.6,12271,2007
tt0110329,"Leprechaun 2","Comedy, Fantasy, Horror",4.6,12177,1994
tt0092115,Troll,"Comedy, Fantasy, Horror",4.6,12014,1986
tt0486578,"First Sunday","Comedy, Crime, Drama",4.6,11861,2008
tt0103003,"Suburban Commando","Action, Comedy, Sci-Fi",4.6,11362,1991
tt7238392,"Taxi 5","Action, Comedy, Crime",4.6,11101,2018
tt0428251,Venom,Horror,4.6,11000,2005
tt14263856,"Last the Night","Horror, Thriller",4.6,10938,2022
tt0092534,"Allan Quatermain and the Lost City of Gold","Action, Adventure, Comedy",4.6,10678,1986
tt7638344,Dhadak,"Drama, Romance",4.6,10665,2018
tt0130236,"Samurai Cop","Action, Crime, Thriller",4.6,10468,1991
tt3458254,"Patient Zero","Action, Drama, Horror",4.6,10434,2018
tt11656220,"Midnight in the Switchgrass","Crime, Mystery, Thriller",4.6,10430,2021
tt0109015,"3 Ninjas Kick Back","Action, Comedy, Family",4.6,10081,1994
tt4651410,"Precious Cargo","Action, Comedy, Thriller",4.6,10005,2016
tt0357277,Elektra,"Action, Adventure, Crime",4.7,100170,2005
tt0426592,"Superhero Movie","Action, Comedy, Sci-Fi",4.7,77455,2008
tt1608290,"Zoolander 2","Action, Adventure, Comedy",4.7,77310,2016
tt0110216,Junior,"Comedy, Romance, Sci-Fi",4.7,74076,1994
tt11755740,"Texas Chainsaw Massacre","Crime, Horror, Thriller",4.7,64158,2022
tt0831887,"The Spirit","Action, Crime, Fantasy",4.7,63210,2008
tt1075747,"Jonah Hex","Action, Drama, Fantasy",4.7,62530,2010
tt8426926,Shamshera,"Action, Adventure, Drama",4.7,57361,2022
tt0367652,"Deuce Bigalow: European Gigolo",Comedy,4.7,53966,2005
tt1139668,"The Unborn","Horror, Mystery, Thriller",4.7,53744,2009
tt0101917,"Freddy's Dead: The Final Nightmare","Fantasy, Horror",4.7,52291,1991
tt0240515,"Freddy Got Fingered",Comedy,4.7,52196,2001
tt0091225,"Howard the Duck","Action, Adventure, Comedy",4.7,51917,1986
tt1407050,"American Pie Presents: The Book of Love",Comedy,4.7,50074,2009
tt0100050,"Look Who's Talking Too","Comedy, Family, Romance",4.7,49340,1990
tt0240462,"Dr. Dolittle 2","Comedy, Family, Fantasy",4.7,48025,2001
tt3181822,"The Boy Next Door",Thriller,4.7,46579,2015
tt1114677,"Hannah Montana: The Movie","Comedy, Drama, Family",4.7,46481,2009
tt0113253,"Halloween: The Curse of Michael Myers","Horror, Thriller",4.7,43308,1995
tt2334871,Snatched,"Action, Adventure, Comedy",4.7,37974,2017
tt1714209,"In the Land of Blood and Honey","Drama, Romance, War",4.7,34730,2011
tt0366174,"Anacondas: The Hunt for the Blood Orchid","Action, Adventure, Horror",4.7,34564,2004
tt7721800,Bharat,"Action, Comedy, Drama",4.7,32762,2019
tt0361467,"Confessions of a Teenage Drama Queen","Comedy, Family, Music",4.7,31902,2004
tt0454919,Pulse,"Horror, Sci-Fi, Thriller",4.7,31213,2006
tt0454082,"Black Christmas",Horror,4.7,31073,2006
tt0270980,"My Boss's Daughter","Comedy, Romance",4.7,30874,2003
tt13610562,"The Bubble",Comedy,4.7,29090,2022
tt1729637,Bodyguard,"Action, Comedy, Drama",4.7,28365,2011
tt14482414,"Racket Boys","Comedy, Drama, Sport",4.7,28235,2021
tt14174940,Interceptor,"Action, Adventure, Drama",4.7,27969,2022
tt13280476,"Sins of the Father","Crime, Drama, Mystery",4.7,26461,2022
tt1603257,ATM,"Horror, Mystery, Thriller",4.7,25682,2012
tt0114825,"Vampire in Brooklyn","Comedy, Fantasy, Horror",4.7,25606,1995
tt13186604,Uglies,"Action, Adventure, Drama",4.7,25019,2024
tt9682428,"Night Swim","Horror, Thriller",4.7,24789,2024
tt2828996,"A Haunted House 2","Comedy, Fantasy, Horror",4.7,23899,2014
tt1340094,"The Crow","Action, Crime, Fantasy",4.7,23781,2024
tt6199572,Capone,"Biography, Crime, Drama",4.7,23664,2020
tt0872230,"My Soul to Take","Horror, Mystery, Thriller",4.7,21911,2010
tt9173418,"Brahms: The Boy II","Drama, Horror, Mystery",4.7,21216,2020
tt0095889,"Poltergeist III","Horror, Thriller",4.7,21163,1988
tt1935896,"The ABCs of Death","Comedy, Horror",4.7,20704,2012
tt0205271,"Dr. T & the Women","Comedy, Drama, Romance",4.7,20410,2000
tt9067020,"The I-Land","Adventure, Drama, Mystery",4.7,19860,2019
tt1524575,"The Vatican Tapes","Horror, Thriller",4.7,19443,2015
tt10600398,"We Can Be Heroes","Action, Animation, Comedy",4.7,17647,2020
tt15012366,"The Empire","Action, Drama, History",4.7,17302,2021
tt2124787,"Final Girl","Horror, Thriller",4.7,17051,2015
tt8615822,"Occupation: Rainfall","Action, Sci-Fi",4.7,15591,2020
tt7545266,"Like a Boss",Comedy,4.7,15503,2020
tt11364772,Kabzaa,"Action, Crime, Thriller",4.7,15438,2023
tt0246544,"The Musketeer","Action, Adventure, Romance",4.7,15157,2001
tt1300853,"Green Street Hooligans 2","Crime, Drama, Sport",4.7,14712,2009
tt26658104,Imaginary,"Horror, Mystery, Thriller",4.7,14685,2024
tt5539054,"You Get Me","Crime, Drama, Mystery",4.7,14609,2017
tt0326769,"Biker Boyz","Action, Drama",4.7,14285,2003
tt0844993,"Hoodwinked Too! Hood vs. Evil","Adventure, Animation, Comedy",4.7,14179,2011
tt0250310,"Corky Romano","Comedy, Crime",4.7,13865,2001
tt0106471,"Boxing Helena","Drama, Mystery, Romance",4.7,13336,1993
tt1117581,Arena,"Action, Thriller",4.7,12463,2011
tt0433442,"The Return","Horror, Mystery, Thriller",4.7,12436,2005
tt13070038,"After Ever Happy","Drama, Romance",4.7,12405,2022
tt0093278,Ishtar,"Action, Adventure, Comedy",4.7,12286,1987
tt27785634,"Episode #1.1","Comedy, Drama, Romance",4.7,11841,2023
tt0156841,"The Next Best Thing","Comedy, Drama, Romance",4.7,11813,2000
tt0290212,"Full Frontal","Comedy, Romance",4.7,11364,2002
tt9026184,"Girl on the Third Floor","Drama, Horror, Mystery",4.7,11358,2019
tt0270707,"The Truth About Charlie","Mystery, Thriller",4.7,11139,2002
tt13235822,Umma,"Drama, Horror, Mystery",4.7,10942,2022
tt0116671,"Jack Frost","Comedy, Fantasy, Horror",4.7,10930,1997
tt0119152,"Free Willy 3: The Rescue","Adventure, Drama, Family",4.7,10915,1997
tt1815708,Freelancers,"Action, Crime, Drama",4.7,10811,2012
tt1385912,"I Can Do Bad All by Myself","Comedy, Drama",4.7,10798,2009
tt10023024,"Love Aaj Kal","Drama, Romance",4.7,10774,2020
tt1391137,"Why Did I Get Married Too?","Comedy, Drama, Romance",4.7,10417,2010
tt1259571,"The Twilight Saga: New Moon","Adventure, Drama, Fantasy",4.8,304628,2009
tt1815862,"After Earth","Action, Adventure, Sci-Fi",4.8,211172,2013
tt0130018,"I Still Know What You Did Last Summer","Horror, Mystery, Thriller",4.8,80327,1998
tt0374536,Bewitched,"Comedy, Fantasy, Romance",4.8,76202,2005
tt0333780,"Legally Blonde 2: Red, White & Blonde",Comedy,4.8,74152,2003
tt0255798,"The Animal","Comedy, Sci-Fi",4.8,64688,2001
tt1311067,"Halloween II",Horror,4.8,61090,2009
tt1572315,"Texas Chainsaw","Horror, Thriller",4.8,57179,2013
tt1562871,Ra.One,"Action, Adventure, Sci-Fi",4.8,47726,2011
tt0421729,"Big Momma's House 2","Comedy, Crime",4.8,47170,2006
tt0398913,"DOA: Dead or Alive","Action, Adventure, Mystery",4.8,46690,2006
tt3387542,"The Forest","Horror, Mystery, Thriller",4.8,46275,2016
tt3291150,"The Expendables 4","Action, Adventure, Thriller",4.8,45612,2023
tt0089173,"Friday the 13th: A New Beginning","Horror, Mystery, Thriller",4.8,45568,1985
tt0881891,"All About Steve","Comedy, Family, Romance",4.8,44839,2009
tt12921446,"The Exorcist: Believer",Horror,4.8,44541,2023
tt0452681,"The Santa Clause 3: The Escape Clause","Adventure, Comedy, Family",4.8,43171,2006
tt1265990,"The Roommate","Drama, Horror, Thriller",4.8,41951,2011
tt0211181,"102 Dalmatians","Adventure, Comedy, Family",4.8,40121,2000
tt4191580,"Meet the Blacks","Comedy, Horror",4.8,38071,2016
tt0119013,"Double Team","Action, Comedy, Sci-Fi",4.8,37178,1997
tt0108308,"Teenage Mutant Ninja Turtles III","Action, Adventure, Comedy",4.8,37007,1993
tt3256226,IO,"Adventure, Drama, Sci-Fi",4.8,36699,2019
tt0419946,"The Marine","Action, Comedy, Drama",4.8,36300,2006
tt0368578,"Are We There Yet?","Adventure, Comedy, Family",4.8,35076,2005
tt4986098,"The Titan","Drama, Mystery, Romance",4.8,33886,2018
tt0326856,Envy,Comedy,4.8,32583,2004
tt0107387,Leprechaun,"Comedy, Fantasy, Horror",4.8,31205,1993
tt2339741,"The Woman in Black 2: Angel of Death","Drama, Horror, Thriller",4.8,29852,2014
tt0411951,Tekken,"Action, Crime, Drama",4.8,28804,2010
tt11514780,"Choose or Die","Drama, Horror, Thriller",4.8,26804,2022
tt0335121,Godsend,"Action, Drama, Fantasy",4.8,26727,2004
tt0231402,"Crocodile Dundee in Los Angeles","Action, Adventure, Comedy",4.8,26530,2001
tt14060094,Blacklight,"Action, Drama, Thriller",4.8,25551,2022
tt0104009,"Cool World","Animation, Comedy, Fantasy",4.8,25413,1992
tt14088510,Tarot,Horror,4.8,25081,2024
tt0411705,"9 Songs","Drama, Music, Romance",4.8,24355,2004
tt0480271,"Van Wilder: The Rise of Taj","Comedy, Romance",4.8,24207,2006
tt2578802,"Remember the Monsters?","Crime, Drama, Mystery",4.8,23384,2013
tt12783454,"The Kissing Booth 3","Comedy, Romance",4.8,23250,2021
tt0467110,Underdog,"Action, Adventure, Comedy",4.8,22995,2007
tt1134854,"Survival of the Dead","Comedy, Drama, Horror",4.8,22794,2009
tt4244162,"Beta Test","Action, Sci-Fi, Thriller",4.8,22105,2016
tt13069986,"After We Fell","Drama, Romance",4.8,21494,2021
tt14042066,Dobaaraa,"Drama, Fantasy, Mystery",4.8,21148,2022
tt2784512,Zombeavers,"Comedy, Horror",4.8,21014,2014
tt2112131,"Fearless 2","Action, Comedy, Crime",4.8,20238,2012
tt0134983,Supernova,"Horror, Sci-Fi, Thriller",4.8,19743,2000
tt0166276,Monkeybone,"Comedy, Fantasy",4.8,19448,2001
tt0144814,"The Rage: Carrie 2","Drama, Horror, Sci-Fi",4.8,18351,1999
tt6394324,Charmed,"Drama, Fantasy, Mystery",4.8,18236,2018
tt15387030,Day,"Action, Adventure, Drama",4.8,17900,2024
tt0086361,"Staying Alive","Drama, Music, Romance",4.8,17881,1983
tt0143808,"Pocahontas 2: Journey to a New World","Adventure, Animation, Drama",4.8,17706,1998
tt1801552,Gotti,"Biography, Crime, Drama",4.8,17459,2018
tt1975159,"Flight 7500","Drama, Horror, Sci-Fi",4.8,17421,2014
tt4565520,"The Layover","Comedy, Romance",4.8,17234,2017
tt21307994,Skinamarink,"Horror, Mystery",4.8,17183,2022
tt0484562,"The Seeker: The Dark Is Rising","Adventure, Drama, Family",4.8,15940,2007
tt1935897,"Amityville: The Awakening","Horror, Thriller",4.8,15845,2017
tt8461224,"The Tax Collector","Action, Crime, Drama",4.8,15759,2020
tt0409011,Lovewrecked,"Adventure, Comedy, Romance",4.8,15691,2005
tt5689068,"Why We're Killing Gunther","Action, Comedy, Thriller",4.8,15589,2017
tt12004280,"Too Hot to Handle","Documentary, Game-Show, Reality-TV",4.8,15390,2020
tt0772193,Primeval,"Action, Adventure, Crime",4.8,15321,2007
tt2582500,"Shut In","Drama, Horror, Mystery",4.8,15172,2016
tt26926267,"Mother of the Bride","Comedy, Drama, Romance",4.8,15108,2024
tt0108539,"Weekend at Bernie's II","Adventure, Comedy, Fantasy",4.8,14699,1993
tt0283632,They,"Horror, Mystery, Thriller",4.8,14205,2002
tt1576699,"Mirrors 2","Horror, Mystery",4.8,13733,2010
tt11950142,"Just Jen","Action, Adventure, Comedy",4.8,13363,2022
tt0162983,"Hanging Up","Comedy, Drama",4.8,13290,2000
tt1705952,Tarzan,"Action, Adventure, Animation",4.8,13137,2013
tt0120695,"From Dusk Till Dawn 3: The Hangman's Daughter","Horror, Thriller, Western",4.8,12847,1999
tt1780762,Aftershock,"Action, Adventure, Horror",4.8,12568,2012
tt1319733,"Road Trip: Beer Pong",Comedy,4.8,12493,2009
tt1231287,"Labor Pains","Comedy, Romance",4.8,12227,2009
tt1132449,"Lay the Favorite","Comedy, Drama, Romance",4.8,12203,2012
tt1756851,Twixt,"Comedy, Fantasy, Horror",4.8,12086,2011
tt6843812,"Baaghi 2","Action, Crime, Drama",4.8,11933,2018
tt12592252,Songbird,"Drama, Sci-Fi, Thriller",4.8,11893,2020
tt5498354,"Horizon Line","Action, Adventure, Drama",4.8,11881,2020
tt8075016,"The Courier","Action, Crime, Drama",4.8,11841,2019
tt3836512,Ratter,"Drama, Horror, Thriller",4.8,11600,2015
tt0160484,"Lost Souls","Drama, Horror, Thriller",4.8,11482,2000
tt0084814,"Trail of the Pink Panther","Comedy, Crime, Mystery",4.8,11446,1982
tt5862166,"The Poison Rose","Crime, Mystery, Thriller",4.8,11440,2019
tt0093608,Nekromantik,Horror,4.8,11347,1988
tt0094321,"Who's That Girl","Comedy, Music, Romance",4.8,11287,1987
tt4552524,Jeruzalem,"Horror, Sci-Fi, Thriller",4.8,11281,2015
tt2247692,"2016: Obama's America",Documentary,4.8,11051,2012
tt1945062,"About Cherry",Drama,4.8,11044,2012
tt0119214,"Gone Fishin'","Comedy, Crime",4.8,10747,1997
tt1407049,Altitude,"Horror, Mystery, Sci-Fi",4.8,10703,2010
tt4157728,"The Last Boy","Fantasy, Mystery, Sci-Fi",4.8,10404,2019
tt0267248,Abandon,"Drama, Mystery, Romance",4.8,10239,2002
tt7838536,Awoken,"Horror, Mystery, Thriller",4.8,10215,2019
tt0100475,Repossessed,"Comedy, Fantasy, Horror",4.8,10127,1990
tt1324999,"The Twilight Saga: Breaking Dawn - Part 1","Adventure, Drama, Fantasy",4.9,258247,2011
tt0120891,"Wild Wild West","Action, Comedy, Sci-Fi",4.9,168910,1999
tt0305357,"Charlie's Angels: Full Throttle","Action, Adventure, Comedy",4.9,134483,2003
tt0118615,Anaconda,"Action, Adventure, Horror",4.9,114264,1997
tt3605418,"Knock Knock","Crime, Thriller",4.9,107373,2015
tt1045778,"Year One",Comedy,4.9,104936,2009
tt1320261,"Gulliver's Travels","Adventure, Comedy, Family",4.9,74654,2010
tt1273235,"A Serbian Film","Horror, Mystery, Thriller",4.9,73952,2010
tt0938330,"Silent Hill: Revelation","Horror, Mystery, Thriller",4.9,67698,2012
tt1093357,"The Darkest Hour","Action, Adventure, Horror",4.9,64422,2011
tt1029360,Poltergeist,"Horror, Thriller",4.9,62505,2015
tt0983946,"Fantasy Island","Fantasy, Horror, Mystery",4.9,60141,2020
tt0228333,"Ghosts of Mars","Action, Horror, Sci-Fi",4.9,58810,2001
tt19768024,"Indian Police Force","Action, Crime, Drama",4.9,58332,2024
tt2103254,Tammy,"Comedy, Romance",4.9,55526,2014
tt2479478,"The Ridiculous 6","Action, Adventure, Comedy",4.9,54691,2015
tt0400497,"Herbie Fully Loaded","Adventure, Comedy, Family",4.9,51587,2005
tt0387575,"Seed of Chucky","Comedy, Horror, Thriller",4.9,51232,2004
tt0097474,"Halloween 5: The Revenge of Michael Myers","Horror, Thriller",4.9,48451,1989
tt0104437,"Honey, I Blew Up the Kid","Adventure, Comedy, Family",4.9,47537,1992
tt12785720,"The Witcher: Blood Origin","Action, Adventure, Drama",4.9,45812,2022
tt0265087,"Black Knight","Adventure, Comedy, Fantasy",4.9,43956,2001
tt1314228,"Did You Hear About the Morgans?","Comedy, Drama, Romance",4.9,43191,2009
tt1366365,"The Cold Light of Day","Action, Thriller",4.9,40133,2012
tt0219653,"Dracula 2000","Action, Fantasy, Horror",4.9,37166,2000
tt0118747,"Blues Brothers 2000","Action, Comedy, Crime",4.9,35157,1998
tt0285462,"Boat Trip",Comedy,4.9,32612,2002
tt0242998,Valentine,"Horror, Mystery, Thriller",4.9,30654,2001
tt1193516,"Recep Ivedik",Comedy,4.9,29453,2008
tt11497716,"The Legend","Action, Drama, Romance",4.9,29411,2022
tt4154858,Inhumans,"Action, Adventure, Sci-Fi",4.9,29309,2017
tt1452628,"Vanishing on 7th Street","Horror, Mystery, Thriller",4.9,27667,2010
tt10418662,Awake,"Action, Adventure, Drama",4.9,26943,2021
tt0363282,"New York Minute","Adventure, Comedy, Crime",4.9,25267,2004
tt24517830,"Bad Newz","Comedy, Romance",4.9,25073,2024
tt0102719,"Problem Child 2","Comedy, Family",4.9,24108,1991
tt0105128,"Pet Sematary II","Fantasy, Horror, Thriller",4.9,23961,1992
tt2974918,"Alvin and the Chipmunks: The Road Chip","Adventure, Comedy, Family",4.9,23332,2015
tt13029044,Mother/Android,"Drama, Sci-Fi, Thriller",4.9,21598,2021
tt1179817,"The Secret Life of the American Teenager","Comedy, Drama, Family",4.9,21114,2008
tt8150814,"There's Someone Inside Your House","Horror, Mystery, Thriller",4.9,20440,2021
tt1708532,Ready,"Action, Comedy, Romance",4.9,20151,2011
tt0315824,"The Big Bounce","Comedy, Crime",4.9,18926,2004
tt2386237,Malevolent,"Horror, Mystery, Thriller",4.9,17715,2018
tt0865554,"The Informers","Crime, Drama, Thriller",4.9,17654,2008
tt0811106,"The Ten","Comedy, Romance",4.9,17027,2007
tt0330099,"The Brown Bunny",Drama,4.9,16881,2003
tt0120724,"Knock Off","Action, Crime, Thriller",4.9,16684,1998
tt1911662,"Vehicle 19","Action, Crime, Thriller",4.9,16087,2013
tt1653690,"Ong Bak 3",Action,4.9,14897,2010
tt0274546,"Hellraiser: Hellseeker","Horror, Mystery, Thriller",4.9,14846,2002
tt11240506,"Nobody Sleeps in the Woods Tonight","Fantasy, Horror, Mystery",4.9,14590,2020
tt2193265,"Welcome to the Jungle","Action, Adventure, Comedy",4.9,14206,2013
tt4558376,Downhill,"Comedy, Drama",4.9,14012,2020
tt1785635,"The Vault","Crime, Horror, Mystery",4.9,13825,2017
tt0132910,"The Crow: Salvation","Action, Crime, Fantasy",4.9,13045,2000
tt0389328,"Rise: Blood Hunter","Action, Crime, Horror",4.9,12700,2007
